CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book
738899658,Attrited Customer,45,F,2,Graduate,Single,Unknown,Blue,38
714727833,Attrited Customer,41,F,2,Uneducated,Single,Less than $40K,Blue,36
708834483,Attrited Customer,46,M,2,Doctorate,Married,$80K - $120K,Blue,29
720598308,Attrited Customer,47,M,4,Uneducated,Single,$120K +,Blue,37
815353083,Attrited Customer,44,M,1,College,Divorced,$80K - $120K,Silver,39
712050933,Attrited Customer,48,M,4,College,Married,$80K - $120K,Blue,32
717592758,Attrited Customer,44,F,3,Unknown,Single,Less than $40K,Blue,36
708687483,Attrited Customer,54,F,4,Graduate,Single,Less than $40K,Silver,36
768256908,Attrited Customer,45,M,3,Uneducated,Married,Less than $40K,Blue,39
721451208,Attrited Customer,54,M,2,Graduate,Single,$60K - $80K,Silver,45
714751158,Attrited Customer,49,M,2,High School,Divorced,$80K - $120K,Blue,36
718342158,Attrited Customer,38,F,4,Graduate,Single,Less than $40K,Blue,26
716654808,Attrited Customer,48,M,4,High School,Single,$120K +,Blue,39
716390958,Attrited Customer,45,M,4,Unknown,Married,$120K +,Blue,31
716564433,Attrited Customer,53,F,1,Graduate,Single,Less than $40K,Blue,36
716022258,Attrited Customer,51,F,3,College,Single,Less than $40K,Blue,36
778433283,Attrited Customer,51,M,3,High School,Married,$60K - $80K,Blue,31
811527933,Attrited Customer,65,F,0,College,Single,Less than $40K,Silver,56
778617708,Attrited Customer,46,M,3,College,Married,$80K - $120K,Blue,26
772574283,Attrited Customer,50,F,2,Graduate,Married,$40K - $60K,Blue,40
714972558,Attrited Customer,37,F,2,Graduate,Single,Less than $40K,Blue,36
709709283,Attrited Customer,38,M,3,College,Single,$40K - $60K,Blue,19
780105483,Attrited Customer,65,F,0,Uneducated,Single,Less than $40K,Blue,50
715294083,Attrited Customer,46,M,2,College,Single,$80K - $120K,Blue,38
716711433,Attrited Customer,48,M,5,High School,Married,$40K - $60K,Blue,39
711588708,Attrited Customer,50,F,2,Uneducated,Married,$40K - $60K,Blue,36
714492783,Attrited Customer,46,F,4,Uneducated,Married,Less than $40K,Blue,36
709192233,Attrited Customer,50,F,2,Unknown,Married,Unknown,Blue,39
718791708,Attrited Customer,48,M,2,High School,Married,$80K - $120K,Blue,32
772695033,Attrited Customer,47,M,5,High School,Single,$80K - $120K,Blue,37
708831858,Attrited Customer,43,F,3,Uneducated,Married,Less than $40K,Blue,30
780006783,Attrited Customer,59,M,1,Uneducated,Single,$40K - $60K,Silver,49
771342183,Attrited Customer,53,F,3,Graduate,Single,$40K - $60K,Blue,40
712901283,Attrited Customer,53,F,2,Graduate,Single,$40K - $60K,Blue,36
718473558,Attrited Customer,42,F,3,Doctorate,Single,Less than $40K,Blue,18
709708233,Attrited Customer,49,F,3,Doctorate,Married,Less than $40K,Blue,29
709178733,Attrited Customer,50,F,2,Post-Graduate,Married,$40K - $60K,Blue,36
713253858,Attrited Customer,50,F,1,College,Married,Unknown,Blue,37
803796708,Attrited Customer,52,M,3,Uneducated,Unknown,$120K +,Blue,46
717368208,Attrited Customer,49,M,1,Graduate,Single,$120K +,Blue,36
772341783,Attrited Customer,45,F,3,High School,Single,Unknown,Blue,35
715409733,Attrited Customer,47,F,4,College,Single,Less than $40K,Blue,36
715732533,Attrited Customer,52,M,4,Graduate,Married,$60K - $80K,Blue,36
713722608,Attrited Customer,48,F,2,Unknown,Divorced,Less than $40K,Blue,35
709101258,Attrited Customer,41,F,2,High School,Divorced,Less than $40K,Blue,28
721427358,Attrited Customer,47,M,4,Unknown,Divorced,$80K - $120K,Blue,28
709338633,Attrited Customer,56,F,1,Graduate,Single,$40K - $60K,Blue,37
711245433,Attrited Customer,50,F,4,Graduate,Single,Unknown,Blue,41
717195933,Attrited Customer,42,M,3,Graduate,Married,$60K - $80K,Blue,30
708801108,Attrited Customer,57,F,3,Uneducated,Single,Less than $40K,Blue,51
789382758,Attrited Customer,54,M,3,Graduate,Single,$40K - $60K,Blue,44
721437333,Attrited Customer,46,M,2,Graduate,Single,$80K - $120K,Blue,36
711626658,Attrited Customer,62,F,1,High School,Single,Less than $40K,Blue,36
717793983,Attrited Customer,55,M,3,Graduate,Single,$40K - $60K,Silver,45
714119283,Attrited Customer,42,F,2,Unknown,Single,$40K - $60K,Blue,34
799239033,Attrited Customer,53,F,3,High School,Single,$40K - $60K,Blue,47
814483608,Attrited Customer,47,F,4,Graduate,Divorced,Less than $40K,Blue,42
715514133,Attrited Customer,44,F,4,Graduate,Married,Less than $40K,Blue,31
794707083,Attrited Customer,50,M,2,College,Single,$80K - $120K,Blue,44
805313808,Attrited Customer,52,F,3,High School,Married,$40K - $60K,Blue,47
772922883,Attrited Customer,41,M,3,Unknown,Married,$80K - $120K,Blue,22
713333433,Attrited Customer,49,M,3,Uneducated,Unknown,$60K - $80K,Blue,41
787921383,Attrited Customer,53,M,0,High School,Single,$120K +,Silver,44
807584958,Attrited Customer,50,M,3,Uneducated,Married,$60K - $80K,Blue,45
715405758,Attrited Customer,50,F,1,High School,Single,Unknown,Blue,42
718515483,Attrited Customer,64,M,0,Graduate,Single,Less than $40K,Blue,52
715664808,Attrited Customer,43,M,2,Graduate,Single,$80K - $120K,Blue,30
720551733,Attrited Customer,46,F,4,Doctorate,Married,Unknown,Blue,26
710533233,Attrited Customer,38,F,1,Graduate,Married,Less than $40K,Blue,29
720197058,Attrited Customer,47,F,3,Graduate,Unknown,Unknown,Blue,33
716317458,Attrited Customer,51,F,2,Post-Graduate,Single,Less than $40K,Blue,36
717035283,Attrited Customer,46,M,1,Graduate,Single,$60K - $80K,Blue,37
718110858,Attrited Customer,42,M,4,Unknown,Married,$40K - $60K,Blue,36
803113383,Attrited Customer,55,F,1,Uneducated,Single,Less than $40K,Blue,49
721273008,Attrited Customer,54,F,1,College,Unknown,Less than $40K,Silver,43
820282383,Attrited Customer,45,F,2,Graduate,Married,Less than $40K,Blue,40
712693908,Attrited Customer,43,M,3,Graduate,Married,$120K +,Blue,31
708642708,Attrited Customer,40,F,2,Uneducated,Married,Unknown,Blue,36
811475733,Attrited Customer,53,F,1,College,Married,$40K - $60K,Blue,48
713788083,Attrited Customer,28,F,1,Graduate,Single,Less than $40K,Blue,36
780067158,Attrited Customer,51,F,2,Uneducated,Single,Less than $40K,Blue,36
809599158,Attrited Customer,48,M,4,Uneducated,Single,$80K - $120K,Silver,43
709798908,Attrited Customer,45,F,4,Unknown,Single,Less than $40K,Blue,32
708084558,Attrited Customer,46,M,3,Doctorate,Divorced,$80K - $120K,Blue,38
718711158,Attrited Customer,52,M,3,Graduate,Married,$120K +,Blue,36
709143183,Attrited Customer,52,F,2,Doctorate,Married,$40K - $60K,Blue,43
821759658,Attrited Customer,41,F,4,High School,Divorced,$40K - $60K,Blue,37
712783083,Attrited Customer,48,F,4,High School,Married,Less than $40K,Blue,37
821749608,Attrited Customer,41,M,3,Graduate,Single,$80K - $120K,Blue,37
826261008,Attrited Customer,48,F,3,Graduate,Unknown,Less than $40K,Blue,44
709444983,Attrited Customer,38,F,3,Uneducated,Single,$40K - $60K,Blue,30
769575783,Attrited Customer,49,F,3,College,Married,Less than $40K,Blue,41
709563258,Attrited Customer,50,F,2,Uneducated,Single,Unknown,Blue,41
712257258,Attrited Customer,50,F,1,High School,Single,Less than $40K,Blue,36
708916083,Attrited Customer,49,F,0,Doctorate,Unknown,Less than $40K,Blue,37
778364583,Attrited Customer,45,F,2,Graduate,Married,Less than $40K,Blue,25
717308433,Attrited Customer,49,M,5,Uneducated,Unknown,$60K - $80K,Blue,43
713796033,Attrited Customer,47,M,2,Graduate,Married,$40K - $60K,Blue,42
710812533,Attrited Customer,46,F,3,High School,Single,Unknown,Silver,36
714864333,Attrited Customer,43,M,2,College,Divorced,$120K +,Blue,37
720810783,Attrited Customer,54,F,2,Graduate,Married,Unknown,Blue,44
715987758,Attrited Customer,49,M,3,Graduate,Single,$80K - $120K,Blue,36
713388108,Attrited Customer,62,F,0,High School,Unknown,Less than $40K,Blue,51
719917233,Attrited Customer,49,M,3,Post-Graduate,Married,$80K - $120K,Blue,36
717103758,Attrited Customer,63,M,0,Graduate,Single,Unknown,Blue,55
721365033,Attrited Customer,37,M,3,Uneducated,Single,$40K - $60K,Blue,36
810974958,Attrited Customer,51,M,2,High School,Married,$60K - $80K,Blue,46
712267983,Attrited Customer,57,F,0,Graduate,Single,Less than $40K,Blue,45
718250883,Attrited Customer,59,F,2,High School,Married,Unknown,Blue,51
802243458,Attrited Customer,48,M,2,Doctorate,Single,$40K - $60K,Blue,42
720330558,Attrited Customer,44,M,3,Graduate,Married,$80K - $120K,Blue,25
720784833,Attrited Customer,48,F,3,Graduate,Single,Unknown,Blue,36
721448283,Attrited Customer,39,F,1,Graduate,Single,Less than $40K,Blue,26
710552733,Attrited Customer,42,M,5,Unknown,Married,$60K - $80K,Blue,36
714384783,Attrited Customer,59,F,1,Graduate,Married,Less than $40K,Blue,36
713847858,Attrited Customer,49,F,3,Graduate,Divorced,Less than $40K,Blue,36
810875958,Attrited Customer,51,F,3,Graduate,Married,Less than $40K,Blue,46
718766058,Attrited Customer,56,M,2,Graduate,Single,$80K - $120K,Blue,36
709309308,Attrited Customer,50,M,3,College,Unknown,$80K - $120K,Blue,37
711721458,Attrited Customer,50,F,2,Graduate,Unknown,Less than $40K,Blue,36
708798483,Attrited Customer,37,F,3,Unknown,Single,Unknown,Blue,24
708501783,Attrited Customer,43,M,2,High School,Married,$120K +,Blue,36
719328858,Attrited Customer,56,M,4,High School,Married,$60K - $80K,Blue,43
803800533,Attrited Customer,39,M,1,Unknown,Single,$40K - $60K,Blue,33
718352358,Attrited Customer,49,F,3,Post-Graduate,Married,Less than $40K,Blue,35
719894433,Attrited Customer,43,F,4,Unknown,Married,Less than $40K,Blue,24
778720533,Attrited Customer,53,F,4,Graduate,Married,Less than $40K,Blue,37
709488108,Attrited Customer,42,M,4,College,Single,$40K - $60K,Blue,36
820276908,Attrited Customer,42,F,4,College,Married,$40K - $60K,Blue,37
819647358,Attrited Customer,38,M,2,Unknown,Single,$60K - $80K,Blue,33
789502308,Attrited Customer,57,F,3,Unknown,Single,Less than $40K,Blue,49
802834158,Attrited Customer,42,M,4,Unknown,Married,$60K - $80K,Blue,36
712038258,Attrited Customer,48,M,4,Unknown,Single,$80K - $120K,Blue,36
712864683,Attrited Customer,42,F,3,Doctorate,Single,Less than $40K,Blue,30
713886333,Attrited Customer,47,M,2,High School,Married,$60K - $80K,Blue,39
711741708,Attrited Customer,41,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,33
778915233,Attrited Customer,51,F,0,Graduate,Married,Less than $40K,Blue,32
780146658,Attrited Customer,40,F,2,Post-Graduate,Married,$40K - $60K,Blue,25
755467683,Attrited Customer,48,F,1,Graduate,Single,Less than $40K,Blue,41
708804633,Attrited Customer,44,F,2,Doctorate,Divorced,Less than $40K,Blue,36
714479358,Attrited Customer,51,M,3,Graduate,Single,$80K - $120K,Blue,36
769438608,Attrited Customer,48,F,1,Graduate,Married,Less than $40K,Blue,42
713608383,Attrited Customer,54,F,1,Unknown,Married,Less than $40K,Blue,40
720867708,Attrited Customer,45,F,4,Graduate,Unknown,Less than $40K,Blue,33
721126833,Attrited Customer,51,M,2,High School,Married,$80K - $120K,Blue,41
712807758,Attrited Customer,47,F,3,Graduate,Single,Less than $40K,Blue,39
824140908,Attrited Customer,52,M,3,Uneducated,Single,$120K +,Blue,48
720444408,Attrited Customer,35,F,1,College,Single,Less than $40K,Blue,25
789358908,Attrited Customer,53,F,3,College,Married,Less than $40K,Blue,43
797491683,Attrited Customer,45,M,5,Unknown,Married,$80K - $120K,Silver,39
709170108,Attrited Customer,60,F,1,Unknown,Single,$40K - $60K,Blue,41
716056158,Attrited Customer,63,M,0,Graduate,Single,$60K - $80K,Blue,51
715406658,Attrited Customer,47,F,1,Unknown,Single,Less than $40K,Blue,37
773228133,Attrited Customer,39,F,2,Graduate,Married,Less than $40K,Blue,29
716625033,Attrited Customer,32,F,1,Graduate,Single,Less than $40K,Blue,36
716782758,Attrited Customer,48,M,3,Graduate,Single,$60K - $80K,Blue,42
708797583,Attrited Customer,49,F,4,Unknown,Single,Unknown,Blue,31
708809283,Attrited Customer,41,F,4,Graduate,Divorced,$40K - $60K,Blue,33
711100608,Attrited Customer,55,M,1,Uneducated,Single,$60K - $80K,Blue,48
768624258,Attrited Customer,55,F,2,Graduate,Single,Less than $40K,Blue,49
780126033,Attrited Customer,50,M,4,Unknown,Married,$40K - $60K,Blue,35
719174433,Attrited Customer,36,F,1,Unknown,Single,Less than $40K,Blue,24
714346608,Attrited Customer,51,F,2,Graduate,Single,$40K - $60K,Blue,36
798481383,Attrited Customer,40,F,3,Uneducated,Married,Less than $40K,Blue,34
823904133,Attrited Customer,53,F,2,College,Single,Unknown,Blue,49
711646908,Attrited Customer,39,M,3,Unknown,Single,$60K - $80K,Blue,23
718171308,Attrited Customer,44,F,3,Graduate,Married,Less than $40K,Blue,36
770024733,Attrited Customer,53,F,2,Uneducated,Single,$40K - $60K,Blue,47
708702258,Attrited Customer,40,F,3,Uneducated,Single,Unknown,Blue,36
720519333,Attrited Customer,59,F,2,Unknown,Single,Unknown,Blue,45
717001908,Attrited Customer,41,F,5,Graduate,Married,Less than $40K,Blue,28
719564208,Attrited Customer,46,F,1,Uneducated,Single,$40K - $60K,Blue,30
713229633,Attrited Customer,45,F,0,Unknown,Married,$40K - $60K,Blue,30
798041508,Attrited Customer,50,F,4,Graduate,Single,Less than $40K,Blue,44
715014633,Attrited Customer,32,F,0,Uneducated,Married,Unknown,Blue,36
714372333,Attrited Customer,59,F,0,Doctorate,Married,Less than $40K,Blue,52
779320008,Attrited Customer,43,M,3,College,Married,$80K - $120K,Blue,25
713153733,Attrited Customer,49,F,2,Graduate,Unknown,Less than $40K,Blue,29
780201633,Attrited Customer,41,F,3,Graduate,Single,$40K - $60K,Blue,31
788095158,Attrited Customer,52,M,3,Uneducated,Married,$80K - $120K,Blue,44
716855058,Attrited Customer,49,F,4,Graduate,Married,Less than $40K,Blue,38
709500183,Attrited Customer,46,F,3,College,Married,Less than $40K,Blue,36
715445058,Attrited Customer,49,F,0,Doctorate,Married,Less than $40K,Blue,40
718524783,Attrited Customer,40,M,3,High School,Unknown,$80K - $120K,Blue,34
708117933,Attrited Customer,44,F,2,Graduate,Divorced,Less than $40K,Blue,36
712777233,Attrited Customer,65,M,0,Graduate,Single,Unknown,Blue,48
712706058,Attrited Customer,44,F,5,Graduate,Single,Less than $40K,Blue,37
720905133,Attrited Customer,43,M,3,Graduate,Unknown,$80K - $120K,Blue,29
712947333,Attrited Customer,54,F,4,Unknown,Married,Less than $40K,Blue,43
711871758,Attrited Customer,30,F,1,Graduate,Married,Less than $40K,Blue,36
719519058,Attrited Customer,55,F,4,High School,Married,Less than $40K,Blue,36
716873733,Attrited Customer,43,F,4,Post-Graduate,Divorced,Less than $40K,Blue,30
720206658,Attrited Customer,40,F,3,Graduate,Married,Less than $40K,Blue,29
713857758,Attrited Customer,53,F,1,Graduate,Married,Unknown,Blue,36
710674533,Attrited Customer,46,M,1,Uneducated,Married,$60K - $80K,Blue,34
717448383,Attrited Customer,41,M,4,Unknown,Single,$80K - $120K,Blue,28
716307558,Attrited Customer,50,F,3,High School,Married,Less than $40K,Blue,40
781320783,Attrited Customer,47,M,2,Graduate,Divorced,$80K - $120K,Blue,41
714100008,Attrited Customer,47,F,2,College,Married,Less than $40K,Blue,36
708223383,Attrited Customer,47,F,3,High School,Married,Unknown,Blue,39
708705783,Attrited Customer,47,M,3,Doctorate,Married,$60K - $80K,Blue,36
709017258,Attrited Customer,51,F,2,Unknown,Married,Less than $40K,Blue,36
709161108,Attrited Customer,44,M,1,Unknown,Single,$60K - $80K,Blue,33
714089658,Attrited Customer,41,M,2,Graduate,Single,$60K - $80K,Blue,36
718863258,Attrited Customer,54,F,2,Doctorate,Married,Less than $40K,Blue,41
713283933,Attrited Customer,42,M,2,Uneducated,Married,$40K - $60K,Blue,30
714915633,Attrited Customer,42,M,0,High School,Single,$60K - $80K,Blue,36
712292133,Attrited Customer,45,F,3,College,Married,Less than $40K,Blue,36
712229283,Attrited Customer,48,F,4,Doctorate,Unknown,Unknown,Blue,24
794273283,Attrited Customer,51,M,3,Uneducated,Single,$80K - $120K,Blue,45
788838033,Attrited Customer,45,M,2,College,Single,$60K - $80K,Blue,29
789013833,Attrited Customer,50,M,2,High School,Married,$120K +,Silver,37
711918033,Attrited Customer,37,F,3,Unknown,Married,Less than $40K,Blue,17
714084483,Attrited Customer,49,F,3,Uneducated,Single,Unknown,Blue,36
719495958,Attrited Customer,42,F,1,Unknown,Married,Less than $40K,Blue,36
714726858,Attrited Customer,31,F,0,Post-Graduate,Divorced,Less than $40K,Blue,36
717172308,Attrited Customer,45,F,3,High School,Married,$40K - $60K,Blue,37
771795933,Attrited Customer,49,M,4,Unknown,Single,$120K +,Blue,38
804829533,Attrited Customer,59,M,0,High School,Single,$60K - $80K,Blue,54
795599883,Attrited Customer,57,F,2,Uneducated,Married,Unknown,Blue,51
711819708,Attrited Customer,33,F,3,Post-Graduate,Unknown,Unknown,Blue,25
713041683,Attrited Customer,55,M,2,Graduate,Married,$120K +,Blue,36
709663608,Attrited Customer,43,F,1,Graduate,Married,Less than $40K,Blue,36
812411058,Attrited Customer,49,F,0,Uneducated,Single,Less than $40K,Blue,44
778397358,Attrited Customer,42,M,5,Unknown,Married,$60K - $80K,Blue,22
715609533,Attrited Customer,47,F,3,Unknown,Single,Less than $40K,Blue,35
712160058,Attrited Customer,59,F,2,Uneducated,Married,Less than $40K,Blue,51
779130108,Attrited Customer,33,F,0,Uneducated,Single,$40K - $60K,Blue,15
716922633,Attrited Customer,38,M,2,Uneducated,Single,$120K +,Blue,30
710211783,Attrited Customer,38,F,4,Unknown,Married,Less than $40K,Blue,26
780496833,Attrited Customer,56,F,1,College,Single,Less than $40K,Blue,43
789081408,Attrited Customer,44,F,4,Uneducated,Single,Less than $40K,Blue,32
720634683,Attrited Customer,48,F,2,College,Married,Unknown,Blue,37
710289783,Attrited Customer,43,F,2,Uneducated,Divorced,Less than $40K,Blue,25
823615983,Attrited Customer,54,M,2,Uneducated,Single,$40K - $60K,Blue,50
807587433,Attrited Customer,56,F,2,Doctorate,Married,Less than $40K,Blue,51
709987683,Attrited Customer,46,F,4,Graduate,Married,Unknown,Blue,36
713370033,Attrited Customer,53,F,0,Graduate,Single,Less than $40K,Blue,40
713949858,Attrited Customer,39,F,2,Doctorate,Married,Less than $40K,Blue,36
719751483,Attrited Customer,39,F,2,Uneducated,Single,Less than $40K,Blue,36
779681433,Attrited Customer,48,F,3,Graduate,Married,$40K - $60K,Blue,31
780038058,Attrited Customer,38,F,0,High School,Single,Less than $40K,Blue,22
709536483,Attrited Customer,57,M,3,Graduate,Married,$60K - $80K,Blue,49
712563408,Attrited Customer,33,M,2,Uneducated,Single,$40K - $60K,Blue,18
778601733,Attrited Customer,55,F,3,High School,Single,$40K - $60K,Blue,47
713696808,Attrited Customer,46,F,3,High School,Married,Less than $40K,Blue,39
720044658,Attrited Customer,53,M,1,Post-Graduate,Single,$60K - $80K,Blue,46
716373483,Attrited Customer,48,F,5,Graduate,Married,Less than $40K,Blue,40
716600733,Attrited Customer,47,F,4,Unknown,Married,Less than $40K,Blue,36
710411358,Attrited Customer,39,F,4,College,Married,$40K - $60K,Blue,28
715660308,Attrited Customer,54,F,3,College,Married,Less than $40K,Blue,44
778959258,Attrited Customer,51,F,1,Unknown,Married,Less than $40K,Blue,32
